,article,sentiment,Week_number
2790,이날 의결된 법,0,107
2791,가축전염병예방법도 포함됐다,0,107
2792,개정안의 골자는 야생멧돼지 등 가축전염병 특정매개체의 질병에 대한예방적 살처분 근거를 마련하고 ,1,107
2793,사육제한 명령에 의하여 손실을 입어 보상금을 지급받은 자가 사육제한 명령을 위반한 경우 보상금을 환수할 수 있는 근거를 마련했다,0,107
2794,예방 살처분을 남용할 우려가 있다고 우려하고 ,-1,107
2795,발생을 이유로 선의의 농가들의 생존권 위협을 받을 수 있다며 멧돼지와 사육돼지를 구분한 정책이 필요하다고 ,-1,107
2796,107번쨰 기사입니다,0,108
2797,한돈 약세 여파로 돼지 사육두수가 줄었다,-1,108
2798,특히 모돈이 크게 줄어 향후 두수 감소세가 더 이어질것으로 예측되고 ,0,108
2799,각각 감소했다,0,108
2800,줄었다,0,108
2801,돼지 사육두수 조사를 돼지 이력제를 기준으로 변경한 이후 가장 적은 수준이다,0,108
2802,이처럼 돼지 사육두수가 준,0,108
2803,원인은 무엇보다 ASF에 따른 살처분이다,0,108
2804,경기북부지역에서 45만여마리가 살처분 등으로 준 때문이다,0,108
2805,특히 모돈 두수가 더 큰 폭으로 감소했다,-1,108
2806,월령별 두수를 보면 4개월 미만이 695만마리로 9월 724만6천마리보다,0,108
2807,가량 적었다,0,108
2808,전에 비해서는 0.3,0,108
2809,줄었다,0,108
2810,늘었다,0,108
2811,줄었으며 농장당 마릿수는 1천839마리로 9월보다 3.6,0,108
2812,저작권자 ,0,108
2813,확실한 보상대책 마련을 촉구하고 ,-1,108
2814,참여한 가운데 접경지역 ASF 희생,-1,108
2815,가 총궐기대회,0,108
2816,정신적 피해를 감내해야 하는 상황이 한계에 이르렀기 때문이다,-1,108
2817,확실한 보상대책 마련을 촉구하고 ,-1,108
2818,이동제한이 해제된다,0,108
2819,농림축산검역본부장의 기술자문을 받아 재입식이 가능하다,0,108
2820,발생이 지속되고 있어 당장은 재입식이 어렵다,-1,108
2821,이에 총괄 비대위는 재입식이 지연되면서 생계를 위협받는 농가들이 속출하고 ,-1,108
2822,지원받는 데 그치기 때문이다,0,108
2823,이날 ‘접경지역 ASF 희생농가 총괄비대,0,108
2824,생계안정대책 마련 등을 강력히 요구할 것,-1,108
2825,행동에 나서게 됐다,0,108
2826,생존권을 박탈당할 위기에 처하게 됐다,-1,108
2827,국가방역의 불완전성을 농가에 책임전가하는 것,-1,108
2828,선포했다,-1,108
2829,108번쨰 기사입니다,0,109
2830,109번쨰 기사입니다,0,110
2831,모돈 감축을 또다시 추진키로 했다,1,110
2832,가격이 생산비에도 훨씬 미치지 못하는 kg당 2천대로 폭락한 가운데 최근 돼지가격 안정 및 한돈 소비 촉진을 위한 대책마련을 위해 긴급 회,-1,110
2833,도협의회장단 회의를 개최했다.,0,110
2834,협회는 한돈 폭락 원인이 극심한 소비 부진으로 지적하면서 ,-1,110
2835,가격 안정을 위해 4가지 대책을 추진키로 했다,0,110
2836,생산성 향상을 적극 도모키로 했다,1,110
2837,사육두수 감축에 대기업들도 적극 참여토록 유도하기로 했다,0,110
2838,적극적으로 나서기로 했다,1,110
2839,농축협 하나로마트 판매가격 인하도 적극 유도키로 했다,0,110
2840,목심 등 한돈 소비자 판매가격이 일반 대형마트 보다 농,0,110
2841,축협 계열 하나로마트가 한돈 소비촉진에 나설 수 있도록 할인판매,0,110
2842,지원하는 방안도 정부에 건의키로 했다,0,110
2843,올해 한돈 평균 가격이 지난해와 비슷한 3천800,0,110
2844,"4,200원 한돈협회 기준",0,110
2845,생산성 저하 농가의 경우 적자 경영이 우려되고 ,-1,110
2846,올해 및 중장기 돼지 값에 대해 전망했다,0,110
2847,감소할 것으로 전망,-1,110
2848,감소한 33만,-1,110
2849,가격은 국내 돼지고기 총 공급량 감소 영향으로 지난해보다 소폭 상승한 3천800,0,110
2850,평균 4천원 이하에서 가격이 형성될 것이라는 것,0,110
2851,외식 감소 등 돼지고기 수요 감소가 확대되면 올해 돼지 가격은 전망치보다 더 낮아질 수 있다고 ,-1,110
2852,미만은 수익 악화를 예상했다,-1,110
2853,규모별로 살펴보면 전체 사육농장,0,110
2854,도매가격 전망치보다 높을 것으로 예상된다는 것,1,110
2855,모돈 입식 조절이 필요하다고 ,0,110
2856,110번쨰 기사입니다,0,111
2857,올해 수입량 감소가 예상되는 가운데 새해 첫 달 돼지고기 수입량이 급감했다,-1,111
2858,최근 심화되는 한돈 불황 속 수입육 시장이 그나마 한줄기 희망의 빛이 될지 주목되고 ,1,111
2859,적었다,0,111
2860,이후 가장 적다,-1,111
2861,감소하며 그간의 공식을 깼다,0,111
2862,반면 해외 돼지고기 가격은 크게 오른 것이 주된 이유다,-1,111
2863,가량 올랐다,0,111
2864,가량 준 33만~36만톤에 그칠 것으로 전망한 바 있다,0,111
2865,부위별로도 일제히 감소했다,1,111
2866,각각 줄었다,0,111
2867,상대적으로 수입량 변동폭이 적었다,-1,111
2868,국가별로는 EU,0,111
2869,국가들이 상대적으로 더 큰 폭으로 감소했다,-1,111
2870,생산량은 그대로인데 비해 수출국들 중에서 중국으로의 수출이 가장 크게 증가한 때문이다,0,111
2871,감소했으며 독일 4천300톤,0,111
2872,반면 캐나다의 경우 2천600톤이 들어와 오히려 지난해보다 46.5,0,111
2873,?,0,111
2874,저작권자 ,0,111
2875,농가들의 불만이 고조되고 ,-1,111
2876,현재도 공개하지 않고 ,-1,111
2877,비공개 내용이라는 회신을 받았다고 ,0,111
2878,정부의 재입식 의지가 사실상 없는 것으로 추측되고 ,0,111
2879,지속 검출되면서 사육 돼지로의 전파 가능성을 배제할 수 없다는 이유에서다,-1,111
2880,협회는 정부의 기준안을 배제하고 ,0,111
2881,민간 차원의 방역수준 평가 시뮬레이션을 실시키로 결정했다,0,111
2882,조속히 재입식 허용을 정부에 촉구한다는 계획이다,0,111
2883,111번쨰 기사입니다,0,112
2884,증가한데 비해 냉동 재고는 15,0,112
2885,다 사상 최고치다,0,112
2886,기준 돼지고기 생산량과 냉동 돼지고기 재고를 조사해 발표했다,0,112
2887,연속 증가세를 기록하면서 ,1,112
2888,도축 두수 역시 1억3천만마리로 18년 1억2천443만마리 대비 4,0,112
2889,이상 도축 됐다는 얘기다,0,112
2890,이처럼 생산량이 증가하면서 연말 냉동 돈육 재고량은 18년 22만9천여톤 대비 15,0,112
2891,돼지고기 재고량 역시 역대 최고치다,-1,112
2892,지난해 미국의 돼지고기 재고가 생산량보다 더 크게 증가하면서 부진했던 수요를 짐작케 하고 ,-1,112
2893,저작권자 ,0,112
2894,  지난해 한돈 가격차 등락 폭이 최근 3년 내 가장 불안정 흐름을 보였다,-1,112
2895,수입 증가에 한 요인으로 분석되고 ,0,112
2896,최저 가격은 3천143원으로 가격 등락 폭이 52,1,112
2897,동안 지난해 돈가가 가장 불안정했다고 ,-1,112
2898,이로 인해 돈가 안정을 원하는 원료육 업체 등 식육가공업체의 수입육 전환 비율이 해마다 증가하면서 ,-1,112
2899,정도로 우리나라보다 안정돼 있다는 것,1,112
2900,이에 협회는 이 같은 현상은 현행 도매시장 물량이 극히 적어 가격이 불안정하다고 ,-1,112
2901,수요가 늘면서 ,0,112
2902,지난해 식육가공품 수입량은 검사 기준 7만6천여톤으로 전년도 6만5천600톤에 비해 15.7,0,112
2903,돼지고기와 부산물 수입은 감소했지만 국내 간편식 선호도가 높아지면서 ,0,112
2904,평균보다 더 큰 폭으로 증가했다,0,112
2905,전년비 10,1,112
2906,이밖에도 분쇄가공육제품이 6천500여톤으로 18년 2천700여톤 대비 142,0,112
2907,반면 소,0,112
2908,감소했다,-1,112
2909,저작권자 ,0,112
2910,  올해 축산 분야 주요 국정 과제는 가축질병 예방에 초점이 맞춰질 것으로 보인다,0,112
2911,청와대 영빈관에서 문재인 대통령 등이 참석한 가운데 2020년 업무계획을 보고했다,0,112
2912,정책들을 중점 추진한다는 계획이다,0,112
2913,추진키로 했다.,0,112
2914,농장 내부까지 빈번하게 차량이 진입하는 등 관리가 미흡하다는 판단에 따른 것이다,-1,112
2915,정밀도를 높이기로 했다,1,112
2916,그 일환으로 기존의 소규모 노후화된 축사를 악취저감,1,112
2917,조성하는 것을 목표로 하고 ,0,112
2918,지리 등 역학 연관 분야 전문가 자문단을 구성해 역학조사의 전문성과 신속성을 높이기로 했다,0,112
2919,도입을 검토키로 했다,0,112
2920,저작권자 ,0,112
2921,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기,0,112
2922,112번쨰 기사입니다,0,113
2923,이상 감축해 줄 것을 환경부에 요청했다,0,113
2924,긴급 건의안을 마련하고 ,0,113
2925,민통선 이북지역에 포획이 급증된 것이라고 분석했다,0,113
2926,멧돼지 감축에 나서야 한다고 ,-1,113
2927,멧돼지 감축 효과가 나타날 것이다,0,113
2928,남하를 저지해야 한다고 ,-1,113
2929,113번쨰 기사입니다,0,114
2930,시세가 뒷심을 발휘하며 3천원대를 회복했다,1,114
2931,양돈농가들은 적자 경영을 면치 못했다,-1,114
2932,돼지 출하두수는 157만마리로 1월 159만마리에 비해 다소 줄었지만 ,0,114
2933,30만마리에 비해서는 20,0,114
2934,이어 기온이 높아 출하가 많았던 것으로 풀이된다,0,114
2935,지난해 동월 3천143원에 비해서도 상승했다,0,114
2936,진입한 이후 지속 상승,0,114
2937,수준에는 크게 부족해 양돈농가의 경영난은 더욱 심화됐을 것으로 짐작되고,-1,114
2938,저작권자 ,0,114
2939,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 114번쨰 기사입니다,0,115
2940,돼지고기 수입량이 크게 줄었다,0,115
2941,각각 줄었다,0,115
2942,이로써 2월말 돼지고기 수입량은 5만4천톤을 기록,0,115
2943,이후 가장 적은 수준이다,0,115
2944,연간 수입량은 31만8천톤을 기록했다,0,115
2945,가격이 약세를 기록해온데다 무엇보다 중국의 수요가 늘면서 ,-1,115
2946,현지 돼지 값을 기준으로 보면 EU,0,115
2947,2월말 부위별,0,115
2948,각각 감소했다,0,115
2949,감소한 9천톤을 기록했다,-1,115
2950,국가별로는 미국이 2만4천톤,0,115
2951,올랐다,0,115
2952,상승했다,0,115
2953,삼겹살이 대부분 최근 돼지 값이 크게 오른 EU로부터 들어오고 있어서다,0,115
2954,올랐다,0,115
2955,저작권자 ,0,115
2956,기사 보기  야생멧돼지 아프리카돼지열병 검출현황,-1,115
2957,대책이 요구되고 ,0,115
2958,초목이 자라는 봄이 왔기 때문이다,0,115
2959,멧돼지 아프리카돼지열병이 확진됐다,-1,115
2960,남하를 저지하겠다고 ,-1,115
2961,이에,0,115
2962,농축산연합회는 최근 성명서를 통해,0,115
2963,정부가 광역 울타리 등 남하 저지를 위한 대책과,0,115
2964,이전 대규모 포획을 확대해야 한다고 ,0,115
2965,크게 증가할 우려가 있다는 것이다,-1,115
2966,이에,0,115
2967,그동안의 노력이 수포로 돌아가지 않을 것이라고 강력 주장하고 ,-1,115
2968,115번쨰 기사입니다,0,116
2969,최근 삼겹,0,116
2970,가격 안정 지속에 부담을 주고 ,-1,116
2971,동향분석회의를 개최했다,0,116
2972,가격이 4천원대를 회복했다고 ,1,116
2973,판매가 부진해지며 다시 덤핑물량이 시중에 출현하고 ,-1,116
2974,소시지 판매저조로 원료육 수요도 감소하면서 ,-1,116
2975,안팎 시세를 형성할,0,116
2976,코로나 확산 여파가 장기화되면 행락철 수요가 감소하면서 한돈 소비에도 악영향을 미칠 것이라며 저지방을 이용한 한돈 요리 방법을 적극 홍보해야 한다고 ,-1,116
2977,양돈 등 축산농가들의 농장 관리도 주의를 기울여야 한다는 지적이다,-1,116
2978,축산농장 관리수칙을 준수해줄 것을 당부했다,-1,116
2979,시차 출퇴근제 적용으로 직원 간 동선 중복을 막아야 한다,0,116
2980,특히 출퇴근 시 손 소독 및 마스크 착용은 필수,0,116
2981,카풀도 자제한다,0,116
2982,아닌 장소에서 일정 간격을 유지해야 한다,0,116
2983,최대 비축량을 산정 후 신청해야 한다,0,116
2984,농장 내 바이러스 교차 감염도 주의해야 한다,-1,116
2985,공동작업을 금지해 인력 공백을 예방해야 한다,0,116
2986,축사별 관리담당자를 지정하고 다수 인력이 필요한 공동 작업을 중단하는 것이 좋다,0,116
2987,사무실 근무자와 축사 관리자 간 접촉을 최소화해,0,116
2988,전화나 문자메시지 등을 이용한다,0,116
2989,소독을 철저히 해야 한다,0,116
2990,활용하고 농장 내 같은 숙소 이용 시 같은 근무 조끼리 편성토록 하는 것이 좋다,0,116
2991,검사를 당부했다,0,116
2992,출입국 외국인관서에 통보할 의무가 면제된다고 ,0,116
2993,감염병 여부를 검진받기를 당부했다,0,116
2994,저작권자 ,0,116
2995,양돈타임스 무단전재 및 재배포 금지임정은다른기사 보기 116번쨰 기사입니다,0,117
2996,등급 이상 출현율도 소폭 올랐다,0,117
2997,증가한 가운데 1+와 1등급은 각각 30.5,0,117
2998,상위등급 출현율이 늘었다,1,117
2999,돼지가 등급판정을 받아 이 가운데 1등급 이,0,117
3000,소폭이나마 상위등급 출현율 상승세를 기록했다,0,117
3001,2020년도 2월 도축판정두수,0,117
3002,이 가운데서도 1+ 등급의 비율이 높아지는 추세도 포착됐다,0,117
3003,등급의 비율 추이가 엇갈렸다,0,117
3004,2020년도 2월 1등급 이상 출현율,0,117
3005,축산물품질평가원 축산물등급판정통계 中,0,117
3006,저작권자 ,0,117
3007,시간제 시행이 오히려 기회가 될 수 있을 것을 보인다,0,117
3008,이에 맞는 새로운 소비 확대 전략도 필요하다는 지적이다,0,117
3009,이에 맞는 소비 전략을 세워야 한다고 ,0,117
3010,조사 결과와 같이 가정 내 소비 비중이 높아진다는 것은 한돈에는 기회가 될 수 있다는 것이다,-1,117
3011,한돈을 다양한 부위 소포장 상품으로 개발하고 판매를 확대할 필요가 있다고 ,0,117
